year,month,day,RPT,VAL,ROS,KIL,SHA,BIR,DUB,CLA,MUL,CLO,BEL,MAL
77.0,10.0,7.0,9.75,8.96,9.08,4.58,9.75,7.33,10.88,9.87,9.13,9.04,12.17,17.37
62.0,12.0,18.0,16.33,15.37,10.21,10.71,15.34,10.79,15.92,14.42,13.17,12.54,22.08,23.45
64.0,10.0,28.0,8.42,11.54,4.96,2.54,9.71,5.25,2.46,8.67,4.5,7.87,11.96,12.87
75.0,7.0,5.0,8.08,4.5,4.33,3.08,4.54,2.62,4.71,6.21,8.5,4.42,13.04,7.75
71.0,10.0,31.0,8.63,7.87,9.29,2.92,8.83,7.0,6.21,8.21,6.21,9.08,19.17,19.55
63.0,9.0,1.0,14.37,12.17,12.42,7.41,10.96,7.41,10.34,11.83,9.13,12.83,16.08,18.0
62.0,10.0,28.0,19.95,14.17,14.09,12.62,14.09,10.75,15.92,13.54,14.37,16.04,19.17,28.12
72.0,6.0,8.0,9.29,11.0,8.29,5.09,9.75,5.83,9.04,5.66,6.79,5.33,12.12,11.58
64.0,9.0,16.0,16.79,12.79,12.25,7.41,13.37,9.29,8.08,7.96,8.83,9.5,12.87,15.87
67.0,6.0,1.0,10.88,9.5,8.92,5.79,10.92,5.58,3.88,9.21,6.04,6.13,11.08,6.75
63.0,9.0,24.0,18.84,15.37,13.25,10.34,16.83,11.04,14.67,12.0,11.58,13.88,16.58,20.67
68.0,5.0,17.0,9.83,6.0,7.41,4.29,9.17,4.0,4.46,6.54,3.67,4.5,10.54,10.71
63.0,12.0,18.0,11.67,10.46,15.12,5.54,7.29,3.75,7.5,5.17,4.79,4.96,7.25,14.54
76.0,10.0,4.0,10.21,9.33,5.17,2.96,9.59,6.13,5.41,5.41,6.38,2.5,11.87,11.17
63.0,8.0,10.0,12.92,8.92,10.0,9.38,14.0,11.38,14.09,12.0,12.71,11.5,11.58,10.21
65.0,5.0,1.0,7.71,4.25,10.17,5.71,9.75,7.87,12.12,8.79,8.0,11.87,10.67,15.79
74.0,7.0,29.0,12.58,12.62,14.0,6.34,13.21,7.08,8.5,4.04,7.21,4.0,7.29,15.0
63.0,6.0,11.0,4.12,3.75,7.87,1.21,5.09,2.92,2.92,4.04,4.25,5.09,6.83,4.63
77.0,9.0,27.0,14.5,15.54,11.67,7.58,10.37,7.54,9.83,9.46,9.0,7.08,12.08,13.21
74.0,5.0,5.0,5.83,6.25,15.96,5.71,5.71,4.38,10.29,5.63,5.54,6.83,6.04,9.54
70.0,3.0,23.0,13.62,17.08,21.17,8.29,11.46,8.71,11.34,10.54,8.92,8.75,12.67,10.08
71.0,8.0,1.0,7.71,6.0,9.54,2.75,8.75,5.09,6.25,2.21,5.71,3.88,5.25,9.33
63.0,2.0,23.0,18.58,16.66,14.46,7.04,13.79,10.83,9.33,11.5,6.42,7.67,10.92,13.59
68.0,12.0,29.0,16.62,5.96,16.88,5.0,8.83,5.41,10.83,5.54,10.88,10.0,13.08,26.25
73.0,5.0,22.0,9.38,7.83,8.58,6.17,9.46,6.96,8.54,6.04,8.25,7.38,6.17,14.0
70.0,5.0,1.0,14.17,17.96,15.12,7.08,14.17,11.83,12.75,16.92,11.71,15.41,25.75,19.58
74.0,7.0,20.0,11.79,6.75,7.25,6.21,10.46,6.83,11.71,10.88,8.33,9.21,12.79,19.62
70.0,7.0,4.0,10.92,9.13,8.12,6.87,12.21,9.25,12.12,7.96,10.29,7.33,11.54,16.79
74.0,11.0,19.0,11.92,14.37,7.29,2.17,9.17,2.75,4.71,5.75,3.42,3.42,5.54,9.54
78.0,8.0,24.0,3.88,2.37,4.79,1.67,2.5,1.67,1.33,2.46,4.21,3.17,8.67,16.04
73.0,1.0,13.0,12.71,2.67,13.42,5.46,7.33,6.63,10.0,4.25,8.5,7.62,4.83,14.79
68.0,5.0,4.0,10.13,13.33,6.21,3.83,9.62,2.0,3.63,8.17,2.67,4.29,17.96,11.58
74.0,8.0,29.0,7.46,6.71,9.67,2.04,4.58,2.54,7.46,4.38,5.63,4.38,7.83,9.62
78.0,6.0,23.0,17.58,15.25,11.17,9.29,13.29,11.5,10.34,11.21,10.13,12.21,19.29,26.96
64.0,1.0,4.0,8.67,4.79,14.5,7.75,7.54,2.58,6.5,2.42,4.42,5.13,4.58,4.83
71.0,5.0,14.0,7.87,3.29,5.33,3.58,3.37,2.62,4.42,3.37,6.0,5.09,7.21,10.75
77.0,2.0,23.0,12.54,15.21,20.62,10.25,14.37,14.37,17.92,13.5,14.75,15.37,17.12,24.37
65.0,1.0,3.0,13.7,7.04,15.16,6.42,5.91,0.83,8.63,4.83,4.38,6.92,7.92,13.7
76.0,8.0,2.0,8.83,7.21,7.83,4.92,9.75,6.96,10.58,7.29,9.29,9.59,11.71,19.95
78.0,12.0,3.0,21.21,21.34,17.75,11.58,16.75,14.46,17.46,15.29,15.79,17.5,21.42,25.75
66.0,11.0,25.0,10.37,10.41,7.17,5.41,10.46,7.25,12.12,8.0,8.25,8.92,14.17,17.33
61.0,3.0,13.0,11.21,11.34,12.33,5.63,11.17,10.58,13.96,10.5,13.88,11.5,19.7,18.88
66.0,11.0,17.0,22.92,16.83,20.75,12.17,13.04,9.71,13.92,9.59,12.46,15.37,18.75,30.29
64.0,12.0,29.0,17.71,18.29,15.63,7.92,17.33,12.71,17.88,11.17,12.08,15.29,22.75,22.08
66.0,7.0,29.0,17.92,12.29,9.13,9.46,15.67,10.71,10.71,11.46,13.25,10.88,15.67,16.71
74.0,5.0,2.0,17.04,14.09,10.83,4.71,9.75,4.29,8.71,5.66,4.67,5.0,6.5,12.04
69.0,2.0,9.0,11.63,1.96,12.12,6.42,5.79,2.5,9.67,3.42,6.71,7.67,9.33,20.12
74.0,7.0,4.0,14.5,11.08,12.83,6.13,11.34,6.46,8.21,8.67,8.0,2.79,11.04,8.54
66.0,4.0,23.0,19.33,16.5,18.58,12.54,14.29,10.54,12.96,10.75,9.08,12.58,13.21,12.54
63.0,10.0,25.0,10.0,11.17,5.63,4.75,12.12,7.12,6.04,7.12,5.33,5.66,10.46,10.54
74.0,9.0,18.0,5.21,3.96,6.21,1.5,3.08,1.67,4.58,5.09,2.62,4.75,9.54,14.67
68.0,10.0,10.0,18.46,15.96,16.42,9.79,14.75,9.42,12.58,11.83,10.88,11.04,19.92,19.04
78.0,9.0,12.0,8.67,10.13,11.0,4.71,7.71,10.08,9.08,10.92,9.04,7.41,16.17,17.58
70.0,8.0,11.0,4.08,3.83,5.66,3.21,3.13,2.79,3.17,4.04,3.92,3.67,7.62,6.71
67.0,8.0,25.0,11.21,9.87,10.13,8.08,10.37,8.08,3.79,9.71,8.0,8.79,15.75,12.29
75.0,11.0,27.0,19.0,18.41,16.46,9.71,19.46,10.5,18.66,12.29,14.92,14.58,20.17,28.42
74.0,7.0,25.0,9.92,8.92,9.67,4.33,9.46,6.17,7.87,9.33,6.75,5.79,11.92,13.83
63.0,10.0,16.0,12.17,9.08,8.25,5.46,11.54,7.5,7.46,8.79,6.25,8.29,16.0,13.46
74.0,2.0,5.0,11.63,12.0,7.71,2.88,8.5,5.71,8.25,6.63,8.46,7.75,12.83,16.96
73.0,6.0,10.0,12.71,8.42,7.87,6.87,11.79,8.79,10.0,8.46,8.96,8.25,10.88,12.38
68.0,5.0,28.0,5.17,5.96,4.5,3.42,5.83,1.63,3.0,4.04,0.96,2.21,11.21,2.67
68.0,10.0,6.0,2.37,5.46,4.54,0.92,2.08,0.33,4.46,0.33,0.92,1.87,3.13,7.87
67.0,10.0,28.0,16.88,15.71,10.96,8.79,11.08,6.42,11.79,7.54,8.25,8.75,15.87,21.79
67.0,2.0,8.0,8.29,5.09,10.13,3.29,4.46,0.13,6.25,0.67,3.21,5.83,2.04,10.25
75.0,10.0,18.0,11.21,16.75,6.42,2.21,10.08,4.67,4.29,7.0,6.08,4.71,11.21,12.04
72.0,7.0,10.0,13.92,14.46,12.75,7.87,18.05,10.92,15.25,11.17,13.46,11.21,18.58,22.37
75.0,12.0,6.0,7.79,3.67,7.92,2.58,2.92,0.96,6.29,2.29,5.58,4.67,5.58,12.33
73.0,7.0,17.0,15.34,13.21,10.92,7.83,11.92,7.71,7.54,10.25,9.38,10.79,15.12,14.92
72.0,12.0,21.0,1.79,2.21,3.96,0.37,1.71,0.92,2.08,2.25,0.71,0.92,6.17,9.59
72.0,11.0,5.0,4.92,6.42,6.38,2.37,3.17,2.67,3.88,5.96,3.92,3.5,9.38,10.71
69.0,5.0,8.0,4.08,5.96,8.33,4.08,9.13,2.54,6.87,3.96,5.41,4.42,9.87,4.08
69.0,10.0,13.0,14.25,8.5,17.79,9.83,10.5,8.12,11.92,8.12,10.75,12.46,12.08,17.12
74.0,3.0,15.0,15.34,16.88,13.83,10.58,16.71,10.75,14.04,13.96,12.46,9.5,16.62,13.25
69.0,1.0,22.0,4.0,6.63,4.79,1.71,2.83,0.33,3.42,1.33,1.25,2.37,3.46,7.46
63.0,11.0,9.0,7.41,9.96,7.54,3.88,8.79,5.66,6.58,5.54,4.67,3.92,7.83,8.63
68.0,7.0,3.0,11.0,9.08,10.92,7.92,15.5,10.46,15.67,10.96,14.25,11.96,16.42,20.75
76.0,1.0,27.0,13.13,12.04,9.13,4.04,9.96,6.04,9.25,7.08,8.08,6.87,11.21,13.79
71.0,4.0,15.0,6.38,1.96,8.42,2.33,6.71,3.29,2.29,3.83,3.83,3.17,7.96,8.46
65.0,12.0,7.0,14.71,9.67,11.54,8.63,7.25,6.75,11.0,7.62,7.54,8.96,13.92,17.21
76.0,7.0,2.0,9.5,4.21,5.71,2.67,3.0,1.92,4.67,3.5,5.29,3.37,5.96,4.96
61.0,12.0,28.0,5.04,3.08,2.13,0.42,3.67,2.42,8.96,4.17,3.33,7.41,9.96,15.21
76.0,9.0,11.0,23.33,22.37,22.67,13.29,17.83,15.04,20.54,14.83,15.37,18.88,25.12,32.08
65.0,5.0,13.0,8.17,13.92,11.34,8.33,10.79,8.67,7.41,9.79,7.21,9.79,12.25,14.46
67.0,5.0,14.0,9.17,10.46,17.54,6.38,7.92,6.25,9.83,6.08,6.25,6.83,11.87,15.04
64.0,10.0,8.0,17.71,16.83,10.41,8.67,15.5,10.17,14.83,10.79,12.46,10.41,20.04,22.34
71.0,2.0,26.0,5.54,8.58,5.37,1.71,4.5,1.0,2.54,3.92,2.58,2.13,10.5,11.21
63.0,10.0,22.0,12.92,12.29,10.63,6.5,10.37,9.0,9.79,7.21,5.58,7.41,11.71,13.33
77.0,2.0,20.0,11.63,10.21,11.25,4.83,8.25,8.83,9.08,7.0,8.63,7.92,9.33,21.59
69.0,3.0,14.0,7.12,3.96,4.0,2.29,8.08,1.71,5.33,6.75,5.13,5.33,11.0,21.46
70.0,3.0,11.0,19.12,17.96,10.71,9.08,17.79,11.17,16.88,14.37,16.33,14.96,21.12,27.67
78.0,9.0,13.0,13.08,11.87,13.59,6.46,11.21,12.0,12.62,10.92,12.67,9.83,15.5,17.79
63.0,1.0,2.0,13.0,13.92,21.5,6.63,10.67,8.54,20.75,11.46,10.75,14.09,12.83,30.75
65.0,5.0,3.0,9.54,11.17,11.38,4.92,9.79,7.17,7.46,5.13,4.21,6.42,8.67,10.13
74.0,7.0,26.0,9.46,9.33,9.04,3.88,8.46,5.37,6.79,10.79,7.12,6.46,14.58,12.92
74.0,11.0,9.0,18.29,17.29,16.62,10.0,18.34,11.92,20.04,17.67,16.79,15.75,25.29,34.96
68.0,7.0,14.0,12.58,15.09,12.08,9.33,15.09,8.96,12.12,12.62,10.41,11.5,16.58,13.79
67.0,7.0,2.0,11.75,11.29,9.62,6.75,14.46,8.58,11.58,11.21,10.5,9.87,18.63,19.08
65.0,8.0,4.0,18.71,16.83,16.25,12.04,14.67,9.54,11.92,12.08,9.46,11.46,17.46,18.63
71.0,9.0,22.0,4.79,1.5,12.38,1.33,2.67,1.08,2.0,1.08,0.67,0.37,4.29,2.62
71.0,7.0,22.0,9.21,7.5,9.17,3.96,9.21,5.71,7.25,6.58,7.25,4.29,8.54,20.54
72.0,5.0,21.0,15.09,11.67,13.37,5.58,11.29,6.17,9.5,9.75,7.38,9.92,15.0,18.16
66.0,6.0,30.0,5.83,5.04,6.21,4.04,8.25,5.37,6.42,4.54,6.63,6.54,11.87,14.67
61.0,2.0,22.0,12.29,13.21,13.54,6.46,11.58,9.21,8.25,10.29,9.21,13.08,15.25,13.21
62.0,7.0,29.0,8.83,8.12,8.96,4.71,7.83,4.58,6.58,7.46,5.54,5.21,9.79,6.0
68.0,5.0,12.0,16.5,12.58,14.75,7.04,10.88,7.46,11.83,9.25,9.17,8.5,13.08,18.38
65.0,1.0,12.0,15.29,18.88,12.79,10.34,17.62,12.75,17.21,13.75,12.5,15.83,23.87,23.04
70.0,6.0,3.0,11.92,18.58,8.0,6.96,13.83,8.17,6.75,9.71,8.71,9.13,14.12,15.29
76.0,8.0,18.0,4.67,4.96,9.62,1.33,4.12,4.04,4.38,3.08,7.62,4.25,4.5,11.21
76.0,8.0,3.0,5.54,5.0,5.79,4.79,5.13,3.58,5.91,2.71,6.79,6.29,7.38,10.88
63.0,5.0,26.0,11.63,8.58,8.12,6.71,9.71,7.38,9.29,9.62,9.17,11.04,12.38,12.75
76.0,3.0,31.0,14.96,14.21,13.13,9.92,16.71,10.41,17.0,12.67,16.21,16.96,20.54,25.0
74.0,10.0,19.0,13.21,13.08,7.08,5.83,11.0,5.29,11.71,8.21,7.92,5.29,15.96,19.46
74.0,5.0,21.0,13.29,11.92,9.75,4.75,9.46,5.46,8.58,11.5,8.71,7.71,16.38,16.42
69.0,7.0,5.0,8.08,7.46,5.88,5.75,10.17,7.54,9.17,8.42,9.96,8.71,16.25,20.08
71.0,12.0,8.0,4.67,0.67,5.75,0.33,2.13,1.71,8.42,1.21,4.17,4.17,10.83,16.38
65.0,6.0,18.0,21.59,19.33,19.62,13.08,23.16,13.96,24.21,14.0,17.54,16.04,18.96,18.5
70.0,2.0,21.0,21.84,20.83,18.96,13.75,24.96,16.33,21.96,16.58,20.41,13.13,22.63,18.12
74.0,7.0,13.0,13.79,8.63,6.79,4.42,8.92,5.63,5.91,8.29,4.71,7.71,11.58,14.62
64.0,4.0,3.0,13.17,12.38,24.75,9.92,10.34,8.29,11.83,9.62,7.71,11.92,13.42,15.75
65.0,7.0,17.0,6.0,10.67,3.5,3.83,7.54,3.04,4.88,4.33,3.71,6.34,13.21,9.29
63.0,10.0,28.0,16.42,13.29,15.87,10.34,12.08,8.96,12.04,11.38,11.83,12.96,14.17,19.87
70.0,10.0,26.0,5.54,6.13,6.17,4.46,7.58,5.79,8.54,6.71,7.17,8.67,12.5,20.58
70.0,7.0,15.0,17.12,9.96,13.88,9.42,11.54,8.96,12.46,7.62,12.25,12.0,11.75,20.21
76.0,8.0,11.0,6.25,6.96,6.21,3.04,5.83,3.96,4.71,5.37,4.38,4.83,14.0,12.0
77.0,6.0,2.0,4.75,5.75,14.67,3.42,3.17,3.46,6.87,2.17,3.42,2.75,4.71,2.58
62.0,12.0,10.0,13.13,11.21,8.12,7.58,14.96,9.71,12.67,9.96,10.83,10.75,15.04,20.79
72.0,1.0,6.0,17.0,13.92,13.54,4.46,12.29,10.25,7.62,7.75,7.87,6.17,9.79,13.54
78.0,6.0,13.0,7.0,5.04,8.0,3.04,6.71,4.46,5.04,3.79,4.46,2.5,8.46,11.12
75.0,5.0,23.0,8.21,9.59,10.79,4.5,6.42,4.71,5.88,7.17,8.12,9.29,10.88,15.92
69.0,2.0,25.0,0.67,3.58,4.17,0.67,4.88,0.21,1.08,2.79,1.54,5.21,2.54,13.21
70.0,3.0,31.0,21.42,20.46,17.21,12.46,15.37,11.17,15.16,13.29,13.83,17.37,22.83,34.08
73.0,1.0,30.0,15.25,18.5,10.75,7.79,12.08,8.71,14.71,10.63,11.54,10.5,18.5,18.66
64.0,3.0,1.0,13.67,14.92,11.0,6.46,15.37,10.21,8.87,12.25,5.13,9.29,13.46,12.25
73.0,2.0,11.0,16.96,18.75,12.29,11.04,19.12,13.0,18.5,14.92,16.79,14.46,23.09,27.04
75.0,11.0,17.0,22.75,19.12,23.16,13.0,13.0,7.75,14.0,10.41,11.08,11.46,18.96,29.63
69.0,10.0,22.0,9.96,8.29,7.46,3.88,8.25,5.58,3.33,6.25,6.34,5.91,10.75,12.54
68.0,11.0,30.0,10.54,9.75,11.34,3.5,6.34,2.5,8.67,7.62,7.25,7.46,9.5,15.0
65.0,4.0,18.0,23.42,16.04,11.83,14.58,21.12,15.37,21.87,17.33,19.5,20.33,20.62,29.46
70.0,12.0,26.0,16.83,10.0,21.62,7.83,10.96,4.04,13.33,8.25,9.38,7.38,9.13,18.71
70.0,11.0,27.0,14.21,12.0,14.17,7.92,12.58,8.5,9.54,7.38,8.83,6.29,8.71,17.71
67.0,10.0,20.0,16.5,11.96,15.16,8.79,15.46,10.83,14.42,14.33,11.25,14.67,24.33,25.66
61.0,5.0,9.0,6.04,3.96,7.0,3.83,4.17,4.0,7.25,3.37,7.08,9.21,6.54,11.38
73.0,11.0,2.0,12.83,12.58,8.92,5.21,11.08,6.96,4.54,7.54,6.42,8.5,7.79,12.83
64.0,7.0,5.0,12.42,10.46,5.88,6.96,10.08,7.21,8.42,8.75,9.38,9.67,13.33,14.17
74.0,4.0,24.0,5.41,2.5,11.0,1.67,3.58,0.63,3.29,3.96,2.58,1.79,8.25,5.46
77.0,8.0,24.0,13.62,9.25,17.0,6.54,8.83,11.0,16.29,6.04,10.83,12.58,8.83,23.42
70.0,4.0,10.0,6.71,3.92,6.75,2.92,4.21,4.17,6.25,5.09,5.71,3.04,6.71,11.63
77.0,6.0,12.0,7.0,6.79,8.58,4.63,6.34,7.38,7.67,4.33,6.63,6.17,8.17,9.33
71.0,9.0,18.0,3.46,2.75,2.96,1.54,4.54,1.92,1.58,1.83,0.83,1.13,4.21,10.46
63.0,11.0,20.0,10.75,8.71,10.96,3.58,8.38,3.46,7.17,5.96,5.71,7.21,13.96,15.21
70.0,11.0,14.0,18.0,13.04,15.54,7.33,7.62,6.21,8.25,6.42,8.79,5.5,11.08,18.91
78.0,5.0,13.0,16.21,11.38,9.96,8.25,13.13,9.17,10.08,10.08,9.38,11.08,12.87,15.04
69.0,10.0,23.0,13.29,18.0,13.08,6.63,17.46,10.71,13.88,16.42,12.42,12.21,28.62,27.37
61.0,4.0,3.0,15.29,8.63,15.67,4.12,10.25,9.04,5.5,8.54,7.58,4.96,11.08,9.38
76.0,7.0,1.0,8.5,1.75,6.58,2.13,2.75,2.21,5.37,2.04,5.88,4.5,4.96,10.63
67.0,1.0,4.0,10.75,13.29,8.21,1.33,8.63,0.79,5.63,0.71,1.87,2.88,3.37,11.92
70.0,1.0,26.0,4.79,2.17,4.42,0.75,3.21,2.46,7.04,2.21,2.71,2.67,5.91,10.83
73.0,12.0,25.0,3.0,4.83,7.71,1.42,8.08,4.92,11.17,7.96,9.67,9.38,11.71,19.25
77.0,6.0,27.0,11.08,7.54,12.12,4.21,7.92,6.71,12.25,4.71,8.79,5.83,6.0,7.08
65.0,1.0,23.0,16.79,12.83,13.29,7.38,14.37,9.59,9.92,10.21,8.79,11.67,12.75,16.42
63.0,6.0,28.0,16.25,13.13,16.04,9.83,15.29,9.0,12.17,14.25,10.25,13.5,18.88,20.67
73.0,2.0,5.0,10.54,10.54,8.46,5.0,10.08,7.38,13.42,8.38,11.12,9.5,17.04,20.62
65.0,6.0,29.0,5.63,6.38,9.38,4.17,6.17,3.29,4.12,4.08,3.79,5.88,6.0,13.17
75.0,2.0,9.0,12.79,12.29,8.67,2.79,9.46,2.37,5.21,7.71,8.0,3.33,8.87,9.04
66.0,11.0,29.0,16.58,14.12,14.09,7.92,14.33,11.08,19.38,11.04,13.13,14.21,22.04,22.71
67.0,3.0,9.0,19.12,12.46,19.0,9.25,11.25,6.67,13.5,5.17,8.96,8.42,8.33,18.66
65.0,9.0,22.0,10.13,7.92,12.12,4.67,8.79,6.54,8.25,7.5,5.91,8.46,13.5,9.04
66.0,8.0,19.0,4.08,7.41,5.5,4.04,4.54,3.29,4.63,4.33,5.0,6.08,8.0,9.25
68.0,1.0,6.0,12.92,12.5,13.42,7.25,11.92,5.13,9.87,5.54,5.66,5.46,6.5,13.92
61.0,3.0,9.0,11.96,13.13,10.17,9.46,14.17,12.67,3.75,9.71,12.46,11.54,17.54,18.16
70.0,5.0,8.0,7.87,8.58,7.96,3.79,8.46,6.46,7.92,6.42,8.83,9.29,5.58,17.08
70.0,4.0,26.0,19.12,13.0,13.88,8.96,12.08,10.13,12.12,9.04,11.42,13.83,11.96,19.79
75.0,12.0,22.0,10.58,11.87,7.96,4.79,8.04,6.87,10.88,10.0,10.83,11.46,20.38,21.25
61.0,6.0,15.0,9.96,8.17,10.54,5.88,10.25,6.92,8.25,9.29,9.5,9.25,14.58,13.96
65.0,10.0,27.0,22.5,19.83,21.25,12.46,16.13,13.33,17.0,18.54,12.46,19.55,25.17,20.67
64.0,6.0,18.0,8.63,10.34,10.0,4.92,9.5,3.63,5.91,8.71,5.21,8.25,11.5,10.88
78.0,1.0,19.0,14.46,15.09,9.92,5.96,13.42,5.29,10.29,8.54,8.12,5.04,15.79,15.46
74.0,4.0,13.0,11.34,9.96,20.83,5.09,10.79,4.25,8.0,6.42,7.04,5.83,7.96,9.08
73.0,6.0,22.0,6.92,4.46,5.71,3.0,7.0,4.42,2.75,4.54,5.75,4.92,12.87,7.92
78.0,7.0,5.0,25.04,18.08,13.88,12.08,13.7,12.67,12.38,12.83,12.79,17.83,17.79,24.08
69.0,5.0,28.0,11.83,8.75,9.54,5.83,10.67,7.71,6.79,4.88,6.96,3.96,9.04,12.96
65.0,5.0,15.0,10.41,11.08,10.67,5.79,7.62,5.09,3.25,5.13,2.46,5.09,9.83,8.75
76.0,5.0,17.0,19.17,11.5,20.08,10.79,9.25,4.83,13.88,8.5,10.79,8.71,12.21,14.88
67.0,12.0,20.0,17.92,16.62,17.58,11.04,16.46,11.58,10.58,11.21,11.54,10.58,17.08,22.75
62.0,2.0,11.0,18.38,14.42,15.59,12.79,21.0,14.67,24.41,17.33,19.04,18.38,28.04,29.08
61.0,3.0,20.0,13.75,10.41,12.0,10.75,11.46,10.29,15.41,10.04,13.67,13.83,14.29,21.09
70.0,5.0,9.0,7.96,7.12,17.12,5.88,9.42,9.71,12.5,10.08,11.12,10.83,9.33,15.75
62.0,8.0,31.0,6.38,8.38,4.25,3.63,6.58,3.13,5.37,4.67,3.83,5.79,6.29,7.54
75.0,9.0,1.0,5.96,2.71,5.29,1.67,2.96,0.58,5.5,3.25,2.25,1.46,12.42,11.04
63.0,4.0,27.0,5.37,6.29,10.13,4.0,6.67,7.5,12.12,10.67,9.13,10.46,15.21,15.63
69.0,3.0,18.0,9.38,4.5,15.12,11.12,11.67,10.88,14.67,20.0,16.33,14.62,17.0,37.99
72.0,8.0,27.0,10.34,2.54,10.41,3.33,5.5,2.71,6.13,4.25,6.08,3.13,4.38,9.87
64.0,5.0,13.0,7.83,6.54,8.0,6.29,11.96,8.92,11.54,10.92,8.38,10.88,16.54,20.41
73.0,3.0,24.0,22.58,20.91,18.58,12.5,17.5,14.12,16.38,15.59,16.04,16.83,24.75,25.37
68.0,4.0,21.0,5.83,8.42,8.92,3.83,8.38,2.79,3.17,5.41,1.5,1.92,3.46,7.54
75.0,11.0,23.0,14.29,7.5,12.21,5.83,8.33,5.66,9.21,5.75,10.29,9.38,12.25,14.25
61.0,1.0,20.0,9.59,11.83,7.96,1.58,7.92,5.0,3.17,4.92,3.13,3.37,6.5,6.79
78.0,10.0,25.0,9.54,4.67,8.75,3.67,8.83,6.92,16.17,7.75,11.0,10.34,13.46,19.12
75.0,9.0,30.0,13.17,11.25,14.88,4.79,8.92,6.75,8.67,6.34,8.29,6.83,7.71,13.46
62.0,4.0,6.0,14.37,12.87,12.29,10.29,14.79,9.79,17.08,10.79,13.21,11.92,16.96,20.12
73.0,4.0,23.0,14.67,15.41,29.79,11.25,13.46,12.29,20.17,14.33,14.21,17.75,21.21,22.54
66.0,10.0,20.0,5.41,6.63,4.21,1.25,6.42,2.75,8.5,3.33,3.88,5.79,7.79,12.96
75.0,6.0,18.0,15.0,15.21,14.75,8.33,12.75,9.79,10.46,14.79,12.58,12.58,21.5,20.46
70.0,5.0,7.0,15.34,10.41,8.67,5.75,9.54,5.09,5.91,7.67,6.21,5.75,8.54,12.38
72.0,2.0,14.0,12.46,10.79,9.17,4.21,10.92,6.87,9.21,5.54,7.54,6.63,10.13,14.42
65.0,3.0,3.0,17.67,12.92,15.5,8.08,14.79,8.42,14.83,10.13,9.54,14.17,13.08,23.87
77.0,6.0,16.0,8.5,2.58,18.0,2.21,6.34,9.46,10.0,5.83,9.87,7.46,12.29,9.62
62.0,1.0,30.0,14.12,12.83,12.87,5.25,10.96,9.38,13.33,15.25,9.87,15.54,24.37,20.17
64.0,6.0,23.0,8.0,4.88,5.71,6.0,7.67,3.96,4.63,4.12,5.54,6.42,6.96,10.79
67.0,8.0,15.0,9.87,8.42,9.46,5.71,11.38,6.96,11.54,9.5,5.88,8.46,13.17,10.17
78.0,10.0,1.0,9.5,6.83,10.5,3.88,6.13,4.58,4.21,6.5,6.38,6.54,10.63,14.09
77.0,11.0,6.0,20.38,19.67,15.63,9.17,14.5,12.12,17.46,17.04,13.88,15.25,24.37,28.12
65.0,3.0,4.0,16.38,18.63,28.42,11.54,15.67,13.33,22.46,16.66,13.75,15.96,16.21,25.88
73.0,9.0,14.0,17.12,13.04,14.58,5.75,9.87,7.83,5.0,10.17,8.92,7.04,10.79,16.79
73.0,6.0,30.0,19.46,12.42,16.66,13.04,11.25,12.08,12.79,9.83,13.17,15.21,18.05,17.33
72.0,7.0,13.0,3.25,7.12,6.46,3.08,4.38,3.0,3.79,4.67,4.12,3.96,7.71,8.71
67.0,1.0,17.0,18.29,13.04,17.25,11.12,12.21,10.37,14.79,11.92,12.0,15.5,13.62,20.71
78.0,6.0,2.0,7.75,10.83,7.33,4.12,10.34,6.08,2.79,4.88,6.5,4.96,9.17,6.42
76.0,3.0,28.0,17.21,16.13,18.16,9.17,17.04,13.04,18.71,17.5,19.67,19.75,24.41,31.2
64.0,5.0,24.0,9.0,9.71,23.29,9.54,11.54,6.75,11.08,11.63,7.08,6.96,15.96,5.83
62.0,3.0,12.0,6.54,4.42,14.62,4.75,8.0,5.29,7.71,6.58,6.38,6.17,8.67,9.29
65.0,11.0,1.0,23.42,22.17,18.91,17.0,27.58,20.3,29.17,22.67,24.46,27.29,30.96,37.59
74.0,4.0,2.0,18.21,11.38,15.09,10.13,15.29,9.13,9.17,11.83,10.04,7.17,10.29,14.83
67.0,1.0,10.0,11.34,5.09,7.29,3.33,6.0,4.96,11.0,7.29,7.87,7.79,12.33,14.58
76.0,3.0,5.0,15.5,19.38,9.83,9.38,18.0,13.83,11.54,15.12,16.25,15.83,17.75,23.96
66.0,8.0,11.0,13.21,9.75,12.25,7.41,10.13,6.34,8.58,4.79,5.46,3.54,7.75,9.46
73.0,9.0,17.0,9.83,10.0,9.46,2.54,9.33,6.0,8.42,7.41,7.17,6.0,14.96,12.5
67.0,11.0,12.0,7.54,10.08,8.67,5.17,7.96,5.54,5.5,7.71,5.75,7.87,15.63,16.5
71.0,5.0,9.0,16.42,15.46,14.54,9.17,12.0,10.83,11.46,12.38,12.75,13.92,20.71,18.79
64.0,7.0,27.0,10.37,9.75,11.63,7.33,16.92,11.54,15.09,13.0,12.75,12.42,19.75,24.5
76.0,6.0,27.0,4.46,3.83,4.92,1.96,3.21,2.67,3.42,7.08,5.37,4.88,16.5,20.25
72.0,8.0,19.0,4.92,2.13,6.29,1.75,5.54,3.92,8.58,3.79,6.79,4.0,12.79,15.37
