@relation EGSSD

@attribute tau1 numeric
@attribute tau2 numeric
@attribute tau3 numeric
@attribute tau4 numeric
@attribute p1 numeric
@attribute p2 numeric
@attribute p3 numeric
@attribute p4 numeric
@attribute g1 numeric
@attribute g2 numeric
@attribute g3 numeric
@attribute g4 numeric
@attribute stab numeric

@data
8.177359,7.820209,8.804104,3.644203,4.007705,-1.001174,-1.370586,-1.635946,0.876219,0.083713,0.05226,0.517519,0.01544
7.979758,5.862591,7.401692,2.63844,2.261986,-0.618754,-0.56465,-1.078582,0.499867,0.117341,0.255947,0.247857,-0.012374
7.92938,2.726863,2.479474,7.039468,2.903386,-1.684745,-0.632887,-0.585753,0.092304,0.522111,0.721368,0.799566,0.006639
2.539229,8.614256,5.488786,1.454377,3.668517,-0.740727,-1.789367,-1.138423,0.946594,0.859005,0.690291,0.932368,0.015675
2.53297,6.703299,8.011832,3.24962,4.278838,-1.388577,-1.458133,-1.432128,0.555314,0.786407,0.513784,0.169981,0.026616
4.219238,6.061053,8.872299,3.210105,3.945948,-1.679155,-1.016154,-1.250639,0.94831,0.815608,0.721261,0.279098,0.067033
0.54085,2.555713,3.682712,1.668909,3.351208,-0.970452,-1.433585,-0.947171,0.598609,0.124852,0.367415,0.136953,-0.048219
1.09977,5.99841,6.990129,2.083085,4.502636,-0.894959,-1.632217,-1.97546,0.246435,0.8525,0.528198,0.683599,0.019277
3.170365,0.977764,5.5047,2.339446,2.764369,-0.99336,-0.84539,-0.925618,0.207161,0.55585,0.146194,0.987806,-0.015724
7.130172,5.290613,6.593976,8.721214,2.738612,-1.160637,-0.713917,-0.864058,0.366762,0.958853,0.102787,0.255981,0.031517
8.176473,0.860799,7.224144,6.259181,4.393293,-1.477087,-1.766634,-1.149572,0.638819,0.759934,0.19743,0.675226,0.009443
3.711852,2.035212,5.43586,1.663654,4.92887,-1.842765,-1.772073,-1.314032,0.944965,0.771023,0.850237,0.714448,0.060326
7.550422,4.560686,3.90598,4.824151,3.555153,-1.080134,-1.136166,-1.338853,0.429723,0.353745,0.398784,0.213334,-0.002522
2.162866,7.04014,8.200735,7.224311,4.73495,-1.504114,-1.28772,-1.943117,0.828353,0.8163,0.623383,0.957439,0.072989
4.350683,1.123666,5.758127,2.147521,4.04667,-1.151178,-1.906094,-0.989398,0.896503,0.974916,0.963735,0.728361,0.051605
1.153443,1.29761,5.458605,1.916445,2.496249,-0.731056,-0.730026,-1.035166,0.973104,0.752798,0.084538,0.194178,-0.011163
7.935976,9.197423,6.005967,2.948855,3.264267,-0.9202,-0.719697,-1.624371,0.69707,0.749622,0.303727,0.235419,0.046729
9.009516,3.989015,8.32542,4.667368,3.245829,-0.588432,-1.342744,-1.314653,0.841291,0.621901,0.780313,0.321306,0.063159
2.443037,2.523061,2.532143,3.587152,3.069871,-0.834403,-0.808669,-1.426799,0.173026,0.66599,0.053685,0.081176,-0.026054
3.987818,3.976142,4.737028,5.001269,4.412649,-1.854545,-1.445507,-1.112597,0.756112,0.782622,0.363154,0.843019,0.08359
2.342797,2.535877,9.305386,8.764118,3.939456,-1.06033,-1.323774,-1.555353,0.48057,0.210124,0.779695,0.422024,0.014775
0.876034,3.679681,7.400606,4.484887,3.205948,-1.559341,-0.746362,-0.900244,0.198063,0.989685,0.509353,0.957852,0.052979
6.995177,7.449153,9.940091,2.054916,2.408776,-0.571466,-1.261595,-0.575715,0.258727,0.480153,0.962901,0.340621,0.039209
2.178191,9.84627,6.553352,7.853131,3.425295,-0.87895,-1.691936,-0.85441,0.829341,0.306915,0.848082,0.256258,0.019266
9.27404,3.722494,4.194951,4.712393,2.564413,-0.950472,-0.635755,-0.978186,0.273646,0.813708,0.217036,0.405604,0.000182
1.225253,9.824512,1.171396,3.013957,3.074503,-1.368059,-0.72273,-0.983714,0.868892,0.287982,0.52575,0.961434,-0.015756
5.044036,9.934231,8.691137,6.980878,2.762758,-0.565533,-1.400751,-0.796473,0.948693,0.106891,0.959087,0.819895,0.081828
1.683233,6.965575,9.504654,8.533373,4.717208,-1.826925,-1.738214,-1.152069,0.836345,0.647428,0.368507,0.240065,0.002259
1.503716,0.864725,8.464289,1.975662,3.586622,-1.655998,-0.540343,-1.390281,0.748955,0.397756,0.372558,0.400336,-0.039292
1.962323,4.61999,5.672852,8.057032,4.58386,-0.860095,-1.814451,-1.909314,0.396929,0.846303,0.225498,0.390071,0.010377
2.280308,3.584203,8.990834,5.496671,4.615978,-1.739925,-1.556036,-1.320018,0.528387,0.730473,0.069521,0.773406,0.019463
5.693562,3.016269,5.406365,8.143109,3.627395,-1.872551,-0.876326,-0.878519,0.621962,0.832025,0.404566,0.427599,0.04169
2.466187,1.265844,5.115562,2.458141,3.573009,-0.847258,-0.772326,-1.953424,0.794387,0.582624,0.606745,0.948479,0.029244
4.67304,9.998291,7.699744,6.206225,3.625031,-1.043092,-0.699222,-1.882717,0.359555,0.500214,0.098915,0.9771,0.041958
2.188271,1.221664,0.908972,3.768554,5.119092,-1.489625,-1.758907,-1.87056,0.171282,0.209545,0.493825,0.692984,-0.044808
1.205354,6.995045,5.93086,2.523856,5.230127,-1.755047,-1.567927,-1.907153,0.861961,0.202768,0.848373,0.739993,-0.002038
2.461683,5.739945,3.968155,4.565215,3.709408,-1.186592,-1.620213,-0.902603,0.185973,0.379463,0.741676,0.789974,0.041399
9.359195,8.084188,8.465126,7.080936,4.276861,-1.315228,-1.69166,-1.269974,0.99119,0.659877,0.929526,0.236121,0.086762
0.880468,1.986793,7.085755,1.406945,2.976391,-1.541959,-0.554452,-0.879981,0.756672,0.537812,0.389319,0.162853,-0.033432
1.428128,3.154148,7.371018,9.508479,4.202167,-1.622304,-0.822005,-1.757858,0.185791,0.650835,0.292108,0.984368,0.022505
5.360481,7.211059,9.592199,7.170385,3.038394,-1.268384,-1.149259,-0.62075,0.641604,0.5939,0.705388,0.132836,0.05336
9.867894,9.771266,7.794519,8.875362,3.218995,-0.635439,-0.671955,-1.911601,0.81365,0.307085,0.778094,0.395107,0.068834
9.832458,2.549919,7.910046,7.251295,4.365002,-1.70799,-1.517222,-1.13979,0.355514,0.287857,0.672407,0.640013,0.042115
1.265161,9.010141,3.21661,5.690852,3.241594,-1.850511,-0.560075,-0.831008,0.546051,0.336302,0.760709,0.573257,-0.010715
2.213121,8.898548,6.510992,7.723357,4.384216,-1.571306,-1.436314,-1.376595,0.265682,0.583064,0.430144,0.203133,0.012961
2.421219,0.520429,1.995501,3.438232,3.69597,-1.861299,-0.619112,-1.21556,0.89271,0.784516,0.802296,0.384898,-0.007881
2.511968,5.688899,8.673338,6.765387,3.119542,-1.312308,-0.753366,-1.053867,0.640458,0.459206,0.408308,0.214295,0.001754
2.499366,1.636347,7.878509,4.673576,5.106714,-1.448776,-1.690804,-1.967135,0.554333,0.439801,0.923397,0.403865,0.012201
3.742213,5.986148,3.610774,3.186025,3.421644,-1.186479,-0.954548,-1.280617,0.871817,0.422665,0.086139,0.590112,0.022758
6.130355,7.796294,6.853673,4.37544,3.203413,-1.161184,-1.152616,-0.889613,0.398991,0.07595,0.363739,0.58176,0.009555
2.641531,7.71732,4.345415,7.391265,2.632742,-1.523136,-0.510476,-0.59913,0.918465,0.261997,0.55568,0.218078,-0.000002
7.279389,5.341926,1.04631,9.843938,3.813319,-1.025613,-1.947525,-0.84018,0.13057,0.072273,0.58403,0.321663,-0.056758
6.282595,9.003708,2.613208,3.901699,4.509262,-1.01822,-1.526029,-1.965013,0.404457,0.990599,0.544358,0.293695,0.033773
6.339124,8.764758,6.235492,5.420117,4.483494,-1.968671,-1.432275,-1.082548,0.829702,0.959068,0.083939,0.595892,0.071609
7.348625,9.451563,7.626162,5.90681,4.153071,-1.811586,-1.040228,-1.301257,0.783074,0.627636,0.908439,0.318742,0.080778
2.449948,8.262179,7.514613,1.147054,4.259589,-1.918003,-1.767895,-0.573692,0.897445,0.528975,0.49454,0.293351,-0.004206
9.724396,9.086338,6.561162,9.886583,3.819313,-0.777662,-1.558451,-1.483201,0.870524,0.371178,0.471893,0.217872,0.053448
6.574352,7.508563,3.88105,5.246609,4.180458,-1.549081,-1.925994,-0.705382,0.452879,0.848366,0.82509,0.806942,0.084575
6.277452,9.27647,2.136092,6.439423,2.266525,-0.974537,-0.670839,-0.62115,0.181033,0.399883,0.6904,0.331854,-0.016857
3.252948,1.60705,0.747633,3.356535,3.374567,-0.596314,-1.757507,-1.020747,0.999295,0.722768,0.824835,0.52087,0.017654
1.120619,4.110263,7.045813,2.756967,3.967092,-1.782309,-1.193899,-0.990884,0.823504,0.273525,0.489883,0.485688,-0.023062
2.258494,7.493129,8.29619,6.181266,4.135063,-1.611757,-0.868673,-1.654633,0.323275,0.055102,0.931656,0.675604,0.038733
6.498657,5.128737,8.358641,5.022863,4.417045,-1.833908,-0.914264,-1.668873,0.094381,0.729857,0.801766,0.465603,0.051076
8.134405,2.767662,5.045414,9.452189,3.283533,-1.916199,-0.611141,-0.756193,0.584308,0.708906,0.145035,0.113651,-0.010833
3.49991,6.686702,8.822689,2.723121,2.716189,-0.515336,-0.647784,-1.553069,0.601855,0.92046,0.734199,0.099128,0.051608
1.602499,2.622894,3.552868,4.168227,3.936226,-1.061547,-1.390201,-1.484477,0.649871,0.828195,0.679571,0.330565,0.024077
5.991354,5.536724,8.074666,7.161193,4.953901,-1.353027,-1.627653,-1.973222,0.987014,0.174115,0.556341,0.426282,0.061578
8.358287,1.979321,3.636278,1.186038,2.908317,-1.091764,-1.05837,-0.758182,0.702077,0.858207,0.693192,0.92562,-0.040355
7.651546,7.68773,8.680418,3.620165,2.825039,-1.293702,-0.855652,-0.675685,0.960367,0.183966,0.656784,0.424109,0.057393
9.505947,1.067874,7.141367,3.432134,3.148,-0.56282,-1.21629,-1.36889,0.719773,0.69312,0.169751,0.590892,-0.021742
6.140775,9.682953,7.047784,9.421302,3.071321,-1.34896,-0.618359,-1.104002,0.050212,0.10601,0.800213,0.409977,0.02343
8.020496,8.605694,7.800025,8.13552,4.083475,-1.905151,-1.335902,-0.842421,0.553558,0.537993,0.918479,0.620393,0.083085
6.514945,9.756241,5.472481,4.344766,2.580652,-0.563228,-1.370283,-0.647141,0.331968,0.79509,0.856685,0.301115,0.054317
6.493462,1.563402,4.930279,1.587622,3.915475,-1.433879,-1.803442,-0.678154,0.592857,0.576963,0.712442,0.76426,0.005839
8.206542,5.039209,5.304701,2.875028,3.89901,-1.290641,-0.724606,-1.883763,0.425638,0.521749,0.89474,0.383415,0.047464
3.253792,7.745736,0.7427,5.738115,4.690611,-1.153013,-1.775178,-1.762419,0.782778,0.3854,0.430655,0.197478,-0.033416
2.598707,0.704953,3.570066,9.146831,3.756003,-1.335862,-1.788503,-0.631637,0.869413,0.572154,0.780674,0.78643,-0.02031
4.474217,9.896245,8.407287,7.361502,3.537416,-1.300084,-0.879048,-1.358285,0.347842,0.648667,0.887258,0.525066,0.067282
7.999588,2.907674,4.223287,1.868803,3.983233,-1.671248,-1.129286,-1.182698,0.999125,0.17857,0.171574,0.339078,0.00555
9.242849,1.634747,3.387158,4.304578,4.247515,-1.469323,-1.928909,-0.849283,0.650742,0.551946,0.759364,0.609486,0.002465
7.209587,1.623089,4.78426,1.926359,4.277335,-1.747011,-1.858173,-0.672151,0.156786,0.668761,0.659624,0.213788,-0.024844
9.196136,9.386836,8.246637,5.052183,4.558474,-1.313844,-1.815069,-1.429561,0.183058,0.823492,0.605478,0.271571,0.049963
4.859168,8.711703,7.790493,3.98891,3.376533,-1.14246,-0.741381,-1.492692,0.227847,0.5148,0.978528,0.555245,0.056169
2.052588,5.729416,3.526644,6.423342,4.350899,-1.125497,-1.936947,-1.288455,0.52918,0.375609,0.333306,0.921936,0.030228
2.57175,6.04992,7.260184,4.440967,2.298337,-0.710079,-1.005206,-0.583051,0.612178,0.152447,0.391108,0.197753,-0.031325
7.951143,5.396907,2.586026,0.953997,4.069928,-1.911062,-0.872841,-1.286025,0.364265,0.400648,0.26226,0.11229,-0.030234
7.194129,7.500906,1.043598,0.78026,4.213973,-1.897191,-1.732738,-0.584044,0.175561,0.077973,0.392258,0.121337,-0.054231
6.198148,7.263448,3.625789,1.197673,3.097998,-1.270632,-0.976203,-0.851163,0.691174,0.379619,0.153563,0.199203,-0.001808
9.019293,8.627426,5.083742,2.042898,3.161145,-0.520002,-1.79962,-0.841522,0.147039,0.724112,0.068943,0.397243,-0.007557
4.382245,4.972307,9.141352,3.426427,4.84415,-1.452162,-1.71071,-1.681278,0.892446,0.944585,0.306089,0.870355,0.079794
3.474709,8.134809,2.95398,9.120234,3.565352,-1.170344,-0.740728,-1.654281,0.19824,0.567797,0.880053,0.392966,0.012785
8.709615,9.51173,7.792637,2.792072,3.574264,-1.523564,-0.540758,-1.509942,0.356851,0.104349,0.956182,0.765998,0.034323
3.68622,3.528456,2.444564,6.469309,3.685648,-1.001615,-1.452993,-1.231039,0.610167,0.257229,0.073076,0.405561,-0.024062
4.536337,8.999521,3.882238,5.38887,3.691433,-1.493813,-1.315758,-0.881861,0.46981,0.95382,0.059623,0.425855,0.037978
1.920409,6.345979,2.38295,0.824512,3.882493,-0.794608,-1.738945,-1.34894,0.23702,0.501001,0.245645,0.328661,-0.037724
1.303257,6.565952,5.349517,4.321146,3.712292,-1.070683,-1.2763,-1.365309,0.676823,0.745974,0.815653,0.435673,0.044044
7.959597,2.863416,7.96199,1.573826,3.474847,-1.790303,-1.004092,-0.680452,0.395433,0.859055,0.129787,0.414305,-0.032303
2.500386,0.686858,4.770607,7.785872,2.827243,-1.116422,-0.590887,-1.119933,0.966792,0.64199,0.754662,0.379483,-0.009171
1.609949,3.531466,1.349251,7.709305,3.647328,-1.15892,-1.580824,-0.907584,0.233926,0.16747,0.887396,0.973553,-0.020283
1.341493,6.17206,4.406919,7.944206,3.996841,-1.896819,-1.0796,-1.020422,0.161076,0.869085,0.144689,0.852452,0.044364
6.417749,2.179274,8.243423,6.905047,4.09935,-1.284956,-1.383705,-1.430689,0.657294,0.224796,0.833142,0.979523,0.07657
2.464556,8.776093,2.887088,7.412268,2.766799,-0.985504,-0.505327,-1.275967,0.056234,0.336018,0.430448,0.742167,0.010433
2.208604,4.118754,9.155129,5.549179,4.161442,-1.760935,-0.603439,-1.797068,0.231274,0.570728,0.896286,0.156001,0.018906
1.913214,2.075289,9.783765,4.613666,4.053153,-1.574233,-1.87833,-0.60059,0.193011,0.386571,0.613717,0.834385,-0.002884
4.851068,6.433438,8.370851,0.577057,3.97016,-1.533282,-0.979518,-1.45736,0.976274,0.76492,0.390748,0.293938,0.045637
4.792306,2.9207,3.154475,7.46889,2.591437,-0.610964,-1.047536,-0.932937,0.394624,0.360882,0.489097,0.432443,-0.003781
5.359405,4.411818,6.689338,9.943321,3.40765,-0.859304,-1.228466,-1.319879,0.602311,0.919977,0.462336,0.533973,0.059556
3.360142,5.322083,7.702879,0.666115,3.705903,-1.822411,-1.041559,-0.841934,0.377036,0.749451,0.904646,0.302146,0.034588
4.215144,2.687392,3.666561,5.807767,3.35957,-1.089845,-0.789069,-1.480656,0.792239,0.913486,0.461388,0.721854,0.072917
6.272495,2.873294,8.390793,3.065603,4.872214,-1.442975,-1.886763,-1.542475,0.455172,0.546528,0.848137,0.419498,0.03259
5.415594,7.328842,1.880599,2.711995,4.986599,-1.699342,-1.724267,-1.562991,0.676422,0.513419,0.692913,0.751074,0.024727
1.884138,0.756465,3.767156,3.607218,3.890975,-0.674535,-1.813167,-1.403273,0.640857,0.655956,0.711444,0.890665,0.02671
5.238641,3.810419,9.510216,4.58436,4.60388,-1.063906,-1.960924,-1.57905,0.392553,0.591849,0.470074,0.536811,0.025279
1.335626,4.372565,5.832352,5.222294,3.509204,-1.625897,-1.252041,-0.631265,0.696812,0.223841,0.685328,0.195399,-0.019676
2.223326,6.548884,3.682008,5.960957,2.63221,-0.528465,-1.334913,-0.768833,0.388276,0.744264,0.40451,0.063346,-0.004341
2.074454,3.835373,8.124275,4.548674,5.218395,-1.353674,-1.940818,-1.923903,0.993821,0.779099,0.354162,0.096724,-0.013371
7.311259,3.954205,8.9974,2.161757,2.896104,-0.929423,-1.060802,-0.90588,0.951994,0.219433,0.847772,0.224459,0.052123
5.44114,8.548708,9.640651,5.831545,3.37709,-0.548255,-1.17814,-1.650695,0.731079,0.418417,0.542051,0.633543,0.061514
2.931783,5.900332,7.041214,9.895178,3.076256,-0.749644,-0.582389,-1.744223,0.963937,0.81469,0.135487,0.087357,0.016302
1.404766,2.573784,5.285836,9.264527,2.119416,-0.588689,-0.939176,-0.59155,0.657539,0.530695,0.221354,0.703145,-0.014857
8.158399,8.293277,4.681593,1.367778,3.401609,-1.222046,-0.950436,-1.229127,0.117521,0.823001,0.537996,0.121866,0.017821
5.389131,2.417323,5.753114,7.506843,4.549411,-1.652301,-1.822211,-1.074899,0.69263,0.231838,0.372094,0.980696,0.057472
6.181677,7.761707,3.277951,2.21196,2.829512,-0.827387,-1.416197,-0.585928,0.490935,0.633241,0.725872,0.450277,0.027627
6.556374,5.591669,4.371795,3.939636,4.695126,-1.702318,-1.406557,-1.58625,0.540497,0.261829,0.084367,0.552802,0.00464
5.320568,8.716404,1.536095,3.678266,4.493076,-0.975993,-1.685787,-1.831296,0.559361,0.314927,0.51546,0.762985,0.00247
3.047258,0.733107,1.574854,4.188404,3.602597,-0.718642,-1.159966,-1.723989,0.846366,0.060256,0.668834,0.070562,-0.049134
6.005069,9.173304,0.635292,8.566684,4.009751,-1.437921,-1.123196,-1.448634,0.490461,0.62565,0.852327,0.71217,0.019876
7.66458,2.357753,5.755309,9.94078,3.900433,-0.651359,-1.259097,-1.989977,0.900541,0.52182,0.890948,0.247607,0.05487
7.629963,5.929145,4.534575,4.825761,2.129887,-0.925989,-0.572475,-0.631423,0.368018,0.721926,0.277488,0.573081,0.044743
8.278705,2.474805,7.844403,7.866479,3.593967,-0.728184,-0.982134,-1.883649,0.677989,0.823651,0.200459,0.054322,-0.00238
5.472514,8.263005,7.8098,2.464277,3.437846,-1.467539,-0.852309,-1.117998,0.070199,0.804963,0.255607,0.355486,0.010522
0.923391,4.314968,6.120845,1.26913,4.538556,-1.682441,-1.412704,-1.443411,0.153559,0.590086,0.314437,0.933402,-0.033976
2.359878,5.503756,8.615118,4.264915,4.558007,-1.915348,-1.249472,-1.393187,0.772995,0.070478,0.380978,0.418456,-0.01807
5.079352,4.187094,9.104764,6.856253,4.82394,-1.113395,-1.807772,-1.902774,0.321494,0.637636,0.435183,0.143305,0.00819
5.56612,7.509151,5.036615,4.819161,2.338425,-0.574874,-0.958587,-0.804964,0.128448,0.936272,0.198446,0.093602,0.016074
2.999504,4.2789,5.550018,9.41811,4.391602,-1.858828,-0.899965,-1.632809,0.159529,0.855998,0.919092,0.52514,0.053461
8.848574,9.969297,8.688211,1.16448,3.965346,-1.495647,-1.640158,-0.829541,0.0763,0.245692,0.960574,0.74115,0.003934
2.91596,4.504937,6.476081,2.141783,3.75282,-1.637567,-0.732339,-1.382914,0.122151,0.52765,0.726916,0.074029,0.002579
5.968791,6.6314,0.929714,7.581164,2.953426,-0.908146,-0.601612,-1.443668,0.795995,0.227435,0.26154,0.830747,0.042703
2.017717,4.088543,8.190833,5.915415,2.987739,-0.706903,-0.696274,-1.584562,0.20342,0.17882,0.735509,0.383837,0.009696
6.673819,5.335545,4.066901,1.958922,2.913873,-1.049228,-1.354934,-0.50971,0.660826,0.679265,0.788008,0.087222,0.051624
3.781821,6.958464,9.534041,4.360421,3.10856,-1.526663,-0.611523,-0.970373,0.5475,0.275348,0.977966,0.516396,0.044039
2.349302,7.46676,0.560386,3.663984,5.082684,-1.727375,-1.727237,-1.628072,0.196556,0.895618,0.476498,0.946787,0.009012
6.487353,9.650749,3.180334,1.417814,4.083305,-1.713229,-1.087868,-1.282207,0.469463,0.468638,0.487089,0.658818,-0.01872
6.156746,1.713467,2.196967,6.580517,4.533979,-1.740121,-1.602138,-1.19172,0.715769,0.200452,0.148236,0.147494,-0.027584
5.50505,3.842916,8.647287,4.170025,4.179519,-0.718131,-1.56296,-1.898427,0.978882,0.931844,0.928169,0.283299,0.081002
0.57079,9.649479,9.616187,9.143286,2.410478,-0.677552,-1.069772,-0.663154,0.089051,0.885933,0.237417,0.7461,0.051429
3.198395,2.724536,5.561736,6.749158,3.840354,-1.025326,-0.975754,-1.839274,0.705793,0.061484,0.655529,0.716621,0.041152
3.846747,9.954912,5.680689,9.82249,4.625626,-1.780676,-1.270789,-1.574161,0.647504,0.352701,0.854169,0.969031,0.064829
5.468928,7.024552,3.329559,1.897086,2.795591,-0.926502,-0.689473,-1.179616,0.097429,0.560858,0.051761,0.195165,-0.027216
6.525525,9.508037,2.105426,4.608782,5.655487,-1.813231,-1.848442,-1.993814,0.541402,0.356416,0.240626,0.640548,0.016158
6.04532,4.222282,5.849143,8.797892,5.166414,-1.821552,-1.816953,-1.52791,0.387447,0.327033,0.53409,0.593899,0.038392
5.212216,2.041619,0.766811,2.77172,4.612157,-0.880847,-1.942282,-1.789028,0.330926,0.914407,0.723724,0.170634,-0.024492
9.616134,1.850788,1.437988,4.956589,3.644795,-1.200746,-1.404151,-1.039898,0.873333,0.750578,0.250872,0.645749,-0.0015
2.305872,5.876748,1.93553,6.990341,4.483725,-1.501736,-1.185877,-1.796112,0.903095,0.170062,0.389003,0.183933,-0.012645
6.232064,7.428848,2.509125,3.462297,4.540531,-1.792026,-0.826311,-1.922194,0.676691,0.240395,0.614767,0.134573,-0.001453
7.159734,0.690353,7.605427,6.688076,3.993573,-0.988489,-1.888237,-1.116846,0.725685,0.374974,0.509747,0.826091,0.050985
2.400603,1.048773,2.028225,6.55679,3.555946,-1.120336,-0.55578,-1.87983,0.66672,0.148319,0.416113,0.267459,-0.021603
4.23491,8.624631,9.325418,2.776729,3.748749,-1.333138,-1.64249,-0.773121,0.826529,0.659754,0.774936,0.537111,0.052634
0.620145,7.46985,2.201767,9.966163,3.211814,-1.125837,-0.523336,-1.562641,0.363939,0.162562,0.062808,0.951273,0.000203
9.352209,1.465024,0.613478,8.850296,2.594383,-1.354617,-0.59234,-0.647426,0.789481,0.643,0.232359,0.116754,-0.026477
7.96851,7.445569,7.82472,5.82106,4.400344,-1.756197,-0.908575,-1.735571,0.861771,0.19018,0.889382,0.992311,0.091437
8.81123,2.63996,8.984659,7.596305,4.410122,-1.616714,-1.953509,-0.839899,0.774587,0.741908,0.709851,0.263126,0.04743
7.472336,5.600055,6.53333,2.854364,3.565166,-1.679562,-1.343897,-0.541707,0.096185,0.291331,0.706374,0.873708,0.021254
1.043686,8.646379,2.85435,3.459835,3.793516,-0.753578,-1.180919,-1.859018,0.299894,0.291742,0.063105,0.678134,-0.040939
6.406799,6.878139,4.918682,3.189002,3.986363,-1.09624,-0.980003,-1.910119,0.360754,0.094492,0.5549,0.601972,0.005618
9.582106,5.187957,4.72108,5.086514,3.158392,-0.578574,-1.542207,-1.037611,0.119344,0.929897,0.424455,0.344731,0.03307
2.776903,6.09763,1.603228,1.135909,5.02464,-1.945761,-1.39241,-1.686469,0.314306,0.571685,0.897029,0.481863,-0.053288
3.984675,9.915513,3.379251,0.517389,3.015424,-1.407747,-0.946054,-0.661623,0.667764,0.190252,0.286978,0.303388,-0.055035
8.277065,6.73549,8.718203,8.26246,5.179299,-1.344826,-1.974968,-1.859506,0.467703,0.705793,0.604073,0.499687,0.069281
7.842508,5.816589,9.02692,8.397731,4.257215,-1.187641,-1.523311,-1.546263,0.151824,0.45609,0.268978,0.76241,0.038205
6.578111,8.622058,6.711655,6.109674,3.526501,-0.934454,-1.836761,-0.755286,0.556147,0.725279,0.551844,0.553714,0.072231
0.707229,7.08946,3.003195,8.253802,3.975068,-1.382536,-1.511725,-1.080807,0.779183,0.405136,0.363471,0.499314,-0.032606
7.670196,2.796833,1.834876,3.539978,3.405071,-1.295768,-0.650836,-1.458467,0.277862,0.186487,0.486158,0.735659,-0.04386
7.013667,6.661846,5.831864,7.997996,4.491001,-0.836838,-1.943021,-1.711142,0.259773,0.523056,0.647996,0.143678,0.031656
7.671825,3.540599,4.154734,4.799804,4.835135,-1.326572,-1.559254,-1.949309,0.601448,0.17215,0.300069,0.135857,-0.011635
8.558795,4.878774,8.454183,1.280603,3.513417,-1.223878,-0.653323,-1.636216,0.268705,0.753922,0.346804,0.997172,-0.014027
8.418494,3.845324,5.118369,1.805902,2.611316,-1.137256,-0.755268,-0.718791,0.68688,0.611025,0.397316,0.921494,0.012119
5.936029,1.907732,9.336081,1.98864,4.433782,-1.692128,-1.32415,-1.417504,0.452766,0.243988,0.882208,0.159555,0.01456
